statistic_yyy;according;site_id;marriage_type;female_age_or_spouse1;male_age_or_spouse2;marry_pair;site_id2
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;55～64歲;1;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;45～54歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;55～64歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_男性;65歲以上;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;未滿15歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;15歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;16歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;17歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;18歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;19歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;24歲;1;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;20歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;21歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;20歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;26歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;34歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;35～39歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;40～44歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;45～54歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;55～64歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;22歲;65歲以上;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;未滿15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;15歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;16歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;17歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;18歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;19歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;20歲;1;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;21歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;22歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;23歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;24歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;25歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;26歲;1;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;27歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;28歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;29歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;30歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;31歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;32歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;33歲;0;大溪區
110;按登記日期分;桃園市大溪區;相同性別_女性;23歲;34歲;0;大溪區
